"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"28 de mar. de 2019","3,9010","3,9927","4,0159","3,8982","96,08K","-2,32%"
"27 de mar. de 2019","3,9935","3,8739","4,0018","3,8724","98,70K","3,00%"
"26 de mar. de 2019","3,8773","3,8529","3,8794","3,8334","72,25K","0,59%"
"25 de mar. de 2019","3,8544","3,9047","3,9374","3,8438","80,01K","-1,35%"
"22 de mar. de 2019","3,9071","3,7928","3,9169","3,7928","94,82K","3,01%"
"21 de mar. de 2019","3,7930","3,7761","3,8382","3,7639","77,33K","0,44%"
"20 de mar. de 2019","3,7763","3,7921","3,7994","3,7386","72,90K","-0,34%"
"19 de mar. de 2019","3,7892","3,7912","3,8002","3,7646","48,73K","-0,06%"
"18 de mar. de 2019","3,7915","3,8161","3,8277","3,7832","52,61K","-0,60%"
"15 de mar. de 2019","3,8144","3,8453","3,8726","3,8082","60,80K","-0,78%"
"14 de mar. de 2019","3,8442","3,8156","3,8556","3,8143","60,26K","0,77%"
"13 de mar. de 2019","3,8147","3,8113","3,8352","3,7995","62,85K","0,09%"
"12 de mar. de 2019","3,8114","3,8399","3,8445","3,8009","74,15K","-0,75%"
"11 de mar. de 2019","3,8403","3,8678","3,8685","3,8342","70,38K","-0,69%"
"08 de mar. de 2019","3,8669","3,8708","3,9032","3,8493","80,65K","-0,09%"
"07 de mar. de 2019","3,8704","3,8404","3,9028","3,8159","91,17K","0,79%"
"06 de mar. de 2019","3,8400","3,7763","3,8450","3,7747","42,59K","1,71%"
"05 de mar. de 2019","3,7755","3,7755","3,7755","3,7755","","0,00%"
"04 de mar. de 2019","3,7755","3,7742","3,7755","3,7742","0,05K","0,01%"
"01 de mar. de 2019","3,7752","3,7511","3,7956","3,7455","70,19K","0,63%"
"28 de fev. de 2019","3,7514","3,7258","3,7592","3,7171","77,19K","0,61%"
"27 de fev. de 2019","3,7287","3,7444","3,7478","3,7217","66,12K","-0,54%"
"26 de fev. de 2019","3,7489","3,7519","3,7666","3,7378","70,24K","-0,09%"
"25 de fev. de 2019","3,7522","3,7469","3,7523","3,7194","61,75K","0,10%"
"22 de fev. de 2019","3,7485","3,7683","3,7683","3,7262","64,59K","-0,56%"
"21 de fev. de 2019","3,7695","3,7256","3,7721","3,7149","70,21K","1,12%"
"20 de fev. de 2019","3,7277","3,7243","3,7372","3,6900","73,72K","0,13%"
"19 de fev. de 2019","3,7230","3,7334","3,7448","3,7028","61,67K","-0,33%"
"18 de fev. de 2019","3,7353","3,7012","3,7422","3,7012","44,11K","0,93%"
"15 de fev. de 2019","3,7008","3,7203","3,7264","3,6983","73,21K","-0,60%"
"14 de fev. de 2019","3,7233","3,7514","3,7952","3,7137","81,43K","-0,83%"
"13 de fev. de 2019","3,7544","3,7104","3,7619","3,7104","72,41K","1,20%"
"12 de fev. de 2019","3,7098","3,7437","3,7470","3,7021","73,26K","-1,27%"
"11 de fev. de 2019","3,7577","3,7312","3,7747","3,7274","65,13K","0,76%"
"08 de fev. de 2019","3,7292","3,7195","3,7477","3,7026","81,98K","0,34%"
"07 de fev. de 2019","3,7167","3,6996","3,7375","3,6990","88,29K","0,50%"
"06 de fev. de 2019","3,6983","3,6696","3,7161","3,6672","75,25K","0,77%"
"05 de fev. de 2019","3,6699","3,6636","3,6846","3,6609","70,48K","0,03%"
"04 de fev. de 2019","3,6687","3,6597","3,6877","3,6592","68,75K","0,25%"
"01 de fev. de 2019","3,6597","3,6455","3,6822","3,6376","72,65K","0,43%"
"31 de jan. de 2019","3,6440","3,6865","3,6865","3,6358","83,29K","-1,11%"
"30 de jan. de 2019","3,6850","3,7205","3,7321","3,6741","76,38K","-0,95%"
"29 de jan. de 2019","3,7202","3,7617","3,7648","3,7150","65,15K","-1,11%"
"28 de jan. de 2019","3,7619","3,7780","3,7878","3,7500","64,27K","-0,23%"
"25 de jan. de 2019","3,7707","3,7713","3,7713","3,7707","0,00K","-0,07%"
"24 de jan. de 2019","3,7733","3,7746","3,7955","3,7381","59,57K","0,19%"
"23 de jan. de 2019","3,7663","3,7943","3,8134","3,7561","54,05K","-1,28%"
"22 de jan. de 2019","3,8152","3,7545","3,8173","3,7457","56,60K","1,60%"
"21 de jan. de 2019","3,7550","3,7609","3,7811","3,7541","34,70K","0,09%"
"18 de jan. de 2019","3,7517","3,7480","3,7743","3,7285","58,60K","0,03%"
"17 de jan. de 2019","3,7504","3,7329","3,7744","3,7262","58,18K","0,37%"
"16 de jan. de 2019","3,7366","3,7151","3,7381","3,7084","15,40K","0,52%"
"15 de jan. de 2019","3,7172","3,7025","3,7326","3,6947","21,18K","0,49%"
"14 de jan. de 2019","3,6990","3,7120","3,7358","3,6845","0,34K","-0,33%"
"11 de jan. de 2019","3,7113","3,6943","3,7300","3,6913","12,53K","0,02%"
"10 de jan. de 2019","3,7105","3,6807","3,7249","3,6746","0,00K","0,81%"
"09 de jan. de 2019","3,6807","3,7138","3,7155","3,6743","48,59K","-0,88%"
"08 de jan. de 2019","3,7133","3,7373","3,7412","3,7034","49,06K","-0,60%"
"07 de jan. de 2019","3,7356","3,7139","3,7384","3,6898","44,59K","0,54%"
"04 de jan. de 2019","3,7155","3,7593","3,7850","3,7088","56,28K","-1,09%"
"03 de jan. de 2019","3,7565","3,7960","3,8074","3,7376","55,71K","-0,88%"
"02 de jan. de 2019","3,7900","3,8786","3,8971","3,7828","44,05K","-2,35%"
"01 de jan. de 2019","3,8812","3,8812","3,8812","3,8812","","0,00%"
"31 de dez. de 2018","3,8812","3,8812","3,8812","3,8812","","0,00%"
"28 de dez. de 2018","3,8812","3,8769","3,8956","3,8297","","0,20%"
"27 de dez. de 2018","3,8735","3,9202","3,9456","3,8685","","-1,24%"
"26 de dez. de 2018","3,9220","3,9040","3,9405","3,8918","","0,46%"
"25 de dez. de 2018","3,9040","3,9040","3,9040","3,9040","","0,00%"
"24 de dez. de 2018","3,9040","3,9040","3,9040","3,9040","","0,00%"
"21 de dez. de 2018","3,9040","3,8408","3,9071","3,8393","","1,61%"
"20 de dez. de 2018","3,8422","3,8971","3,8971","3,8327","","-1,42%"
"19 de dez. de 2018","3,8977","3,9015","3,9138","3,8634","","-0,38%"
"18 de dez. de 2018","3,9124","3,8970","3,9173","3,8836","","0,33%"
"17 de dez. de 2018","3,8995","3,9173","3,9285","3,8772","","-0,45%"
"14 de dez. de 2018","3,9171","3,9113","3,9210","3,8877","","0,67%"
"13 de dez. de 2018","3,8911","3,8551","3,8974","3,8507","","0,92%"
"12 de dez. de 2018","3,8555","3,8936","3,8997","3,8362","","-1,24%"
"11 de dez. de 2018","3,9040","3,9202","3,9226","3,8876","","-0,36%"
"10 de dez. de 2018","3,9181","3,9076","3,9455","3,8913","","0,27%"
"07 de dez. de 2018","3,9075","3,8817","3,9239","3,8571","","0,73%"
"06 de dez. de 2018","3,8793","3,8910","3,9445","3,8733","","0,28%"
"05 de dez. de 2018","3,8686","3,8517","3,8832","3,8341","","0,42%"
"04 de dez. de 2018","3,8525","3,8290","3,8675","3,8177","","0,27%"
"03 de dez. de 2018","3,8423","3,8677","3,8677","3,8161","","-0,64%"
"30 de nov. de 2018","3,8669","3,8496","3,8888","3,8380","","0,37%"
"29 de nov. de 2018","3,8528","3,8517","3,8751","3,8331","","0,05%"
"28 de nov. de 2018","3,8510","3,8789","3,8879","3,8318","","-0,62%"
"27 de nov. de 2018","3,8752","3,9228","3,9241","3,8619","","-1,67%"
"26 de nov. de 2018","3,9410","3,8184","3,9452","3,8171","","2,95%"
"23 de nov. de 2018","3,8282","3,8036","3,8305","3,7949","","0,62%"
"22 de nov. de 2018","3,8045","3,7904","3,8269","3,7902","","0,18%"
"21 de nov. de 2018","3,7976","3,7560","3,8034","3,7560","","1,08%"
"20 de nov. de 2018","3,7572","3,7563","3,7572","3,7563","","0,01%"
"19 de nov. de 2018","3,7570","3,7473","3,7736","3,7427","","0,36%"
"16 de nov. de 2018","3,7435","3,7723","3,7827","3,7296","","-1,08%"
"15 de nov. de 2018","3,7843","3,7843","3,7843","3,7843","","0,01%"
"14 de nov. de 2018","3,7841","3,8032","3,8194","3,7661","","-0,50%"
"13 de nov. de 2018","3,8032","3,7561","3,8313","3,7529","","0,95%"
"12 de nov. de 2018","3,7675","3,7487","3,7696","3,7361","","0,91%"
"09 de nov. de 2018","3,7335","3,7610","3,7750","3,7252","","-0,72%"
"08 de nov. de 2018","3,7605","3,7297","3,7642","3,7158","","0,77%"
"07 de nov. de 2018","3,7318","3,7618","3,7874","3,7220","","-0,79%"
"06 de nov. de 2018","3,7615","3,7270","3,7701","3,7237","","0,95%"
"05 de nov. de 2018","3,7262","3,6968","3,7326","3,6910","","0,80%"
"02 de nov. de 2018","3,6967","3,7039","3,7039","3,6963","","-0,12%"
"01 de nov. de 2018","3,7012","3,7232","3,7241","3,6799","","-0,56%"
"31 de out. de 2018","3,7220","3,6969","3,7445","3,6854","","0,67%"
"30 de out. de 2018","3,6974","3,7175","3,7359","3,6768","","-0,57%"
"29 de out. de 2018","3,7187","3,6437","3,7226","3,5819","","2,08%"
"26 de out. de 2018","3,6429","3,7059","3,7302","3,6395","","-1,70%"
"25 de out. de 2018","3,7058","3,7360","3,7360","3,6818","","-0,78%"
"24 de out. de 2018","3,7350","3,6950","3,7475","3,6827","","1,10%"
"23 de out. de 2018","3,6943","3,6883","3,7237","3,6856","","0,23%"
"22 de out. de 2018","3,6860","3,6954","3,7214","3,6698","","-0,78%"
"19 de out. de 2018","3,7149","3,7220","3,7273","3,6875","","-0,18%"
"18 de out. de 2018","3,7217","3,6875","3,7313","3,6726","","0,93%"
"17 de out. de 2018","3,6875","3,7242","3,7460","3,6640","","-1,01%"
"16 de out. de 2018","3,7252","3,7355","3,7363","3,6913","","-0,28%"
"15 de out. de 2018","3,7358","3,7561","3,7645","3,7126","","-1,25%"
"12 de out. de 2018","3,7830","3,7838","3,7838","3,7824","","0,05%"
"11 de out. de 2018","3,7812","3,7565","3,7858","3,7159","","0,68%"
"10 de out. de 2018","3,7555","3,7163","3,7687","3,7109","","1,08%"
"09 de out. de 2018","3,7155","3,7818","3,7911","3,7005","","-1,68%"
"08 de out. de 2018","3,7790","3,7275","3,7825","3,7093","","-1,62%"
"05 de out. de 2018","3,8413","3,8742","3,8950","3,8376","","-0,86%"
"04 de out. de 2018","3,8745","3,9017","3,9355","3,8732","","-0,69%"
"03 de out. de 2018","3,9015","3,9415","3,9415","3,8220","","-1,01%"
"02 de out. de 2018","3,9414","4,0186","4,0188","3,9058","","-1,91%"
"01 de out. de 2018","4,0181","4,0500","4,0633","4,0037","","-0,77%"
"28 de set. de 2018","4,0491","4,0147","4,0580","3,9898","","0,92%"
"27 de set. de 2018","4,0123","4,0343","4,0553","3,9665","","-0,49%"
"26 de set. de 2018","4,0322","4,0792","4,0945","4,0095","","-1,06%"
"25 de set. de 2018","4,0756","4,0893","4,1418","4,0681","","-0,42%"
"24 de set. de 2018","4,0928","4,0656","4,0975","4,0362","","1,02%"
"21 de set. de 2018","4,0516","4,0770","4,0958","4,0278","","-0,63%"
"20 de set. de 2018","4,0771","4,1273","4,1311","4,0671","","-1,32%"
"19 de set. de 2018","4,1315","4,1631","4,1763","4,0976","","-0,69%"
"18 de set. de 2018","4,1604","4,1342","4,1651","4,1174","","0,68%"
"17 de set. de 2018","4,1324","4,1744","4,2041","4,1159","","-1,00%"
"14 de set. de 2018","4,1742","4,2064","4,2106","4,1580","","-0,80%"
"13 de set. de 2018","4,2077","4,1616","4,2101","4,1244","","1,20%"
"12 de set. de 2018","4,1579","4,1528","4,1677","4,1106","","0,11%"
"11 de set. de 2018","4,1535","4,0864","4,1798","4,0864","","1,63%"
"10 de set. de 2018","4,0867","4,0679","4,1280","4,0524","","0,67%"
"07 de set. de 2018","4,0596","4,0596","4,0596","4,0596","","0,02%"
"06 de set. de 2018","4,0589","4,1448","4,1659","4,0357","","-2,11%"
"05 de set. de 2018","4,1466","4,1570","4,1863","4,1119","","-0,33%"
"04 de set. de 2018","4,1602","4,1566","4,1907","4,1374","","0,03%"
"03 de set. de 2018","4,1590","4,0926","4,1606","4,0916","","2,55%"
"31 de ago. de 2018","4,0556","4,1486","4,1776","4,0532","","-2,26%"
"30 de ago. de 2018","4,1495","4,1057","4,2150","4,1029","","1,02%"
"29 de ago. de 2018","4,1074","4,1389","4,1647","4,1016","","-0,65%"
"28 de ago. de 2018","4,1342","4,0798","4,1476","4,0617","","1,39%"
"27 de ago. de 2018","4,0775","4,1055","4,1144","4,0470","","-0,60%"
"24 de ago. de 2018","4,1020","4,1146","4,1326","4,0720","","-0,33%"
"23 de ago. de 2018","4,1155","4,0418","4,1284","4,0408","","1,81%"
"22 de ago. de 2018","4,0425","4,0507","4,0915","4,0312","","-0,13%"
"21 de ago. de 2018","4,0478","3,9696","4,0533","3,9557","","1,96%"
"20 de ago. de 2018","3,9700","3,9139","3,9715","3,9139","","1,49%"
"17 de ago. de 2018","3,9116","3,9078","3,9536","3,9036","","0,12%"
"16 de ago. de 2018","3,9071","3,9055","3,9298","3,8673","","0,04%"
"15 de ago. de 2018","3,9055","3,8665","3,9275","3,8660","","0,99%"
"14 de ago. de 2018","3,8673","3,8849","3,9038","3,8590","","-0,43%"
"13 de ago. de 2018","3,8840","3,8585","3,9292","3,8585","","0,63%"
"10 de ago. de 2018","3,8597","3,8019","3,8746","3,8008","","1,53%"
"09 de ago. de 2018","3,8015","3,7718","3,8217","3,7718","","0,78%"
"08 de ago. de 2018","3,7721","3,7525","3,7734","3,7355","","0,55%"
"07 de ago. de 2018","3,7515","3,7370","3,7723","3,7033","","0,41%"
"06 de ago. de 2018","3,7363","3,7047","3,7371","3,6902","","0,76%"
"03 de ago. de 2018","3,7080","3,7519","3,7539","3,7000","","-1,13%"
"02 de ago. de 2018","3,7503","3,7520","3,7822","3,7491","","0,01%"
"01 de ago. de 2018","3,7499","3,7565","3,7703","3,7310","","-0,17%"
"31 de jul. de 2018","3,7564","3,7301","3,7645","3,7221","","0,69%"
"30 de jul. de 2018","3,7307","3,7139","3,7323","3,6956","","0,52%"
"27 de jul. de 2018","3,7114","3,7464","3,7477","3,7065","","-0,93%"
"26 de jul. de 2018","3,7462","3,6886","3,7483","3,6886","","1,56%"
"25 de jul. de 2018","3,6886","3,7483","3,7485","3,6886","","-1,59%"
"24 de jul. de 2018","3,7481","3,7833","3,7872","3,7321","","-0,91%"
"23 de jul. de 2018","3,7827","3,7661","3,8029","3,7661","","0,39%"
"20 de jul. de 2018","3,7681","3,8319","3,8319","3,7584","","-1,60%"
"19 de jul. de 2018","3,8295","3,8495","3,8923","3,8225","","-0,57%"
"18 de jul. de 2018","3,8513","3,8373","3,8647","3,8190","","0,33%"
"17 de jul. de 2018","3,8388","3,8633","3,8801","3,8387","","-0,56%"
"16 de jul. de 2018","3,8605","3,8515","3,8742","3,8337","","0,23%"
"13 de jul. de 2018","3,8518","3,8821","3,9005","3,8441","","-0,78%"
"12 de jul. de 2018","3,8822","3,8745","3,9031","3,8373","","0,13%"
"11 de jul. de 2018","3,8773","3,8169","3,8859","3,8135","","1,63%"
"10 de jul. de 2018","3,8152","3,8837","3,8872","3,7937","","-1,48%"
"09 de jul. de 2018","3,8727","3,8653","3,8727","3,8649","","0,26%"
"06 de jul. de 2018","3,8628","3,9322","3,9530","3,8594","","-1,78%"
"05 de jul. de 2018","3,9327","3,9133","3,9417","3,8856","","0,48%"
"04 de jul. de 2018","3,9138","3,8941","3,9195","3,8855","","0,42%"
"03 de jul. de 2018","3,8975","3,9126","3,9151","3,8731","","-0,40%"
"02 de jul. de 2018","3,9130","3,8791","3,9207","3,8761","","0,93%"
"29 de jun. de 2018","3,8771","3,8582","3,8801","3,8283","","0,38%"
"28 de jun. de 2018","3,8624","3,8610","3,8780","3,8350","","-0,01%"
"27 de jun. de 2018","3,8628","3,7990","3,8773","3,7904","","1,61%"
"26 de jun. de 2018","3,8016","3,7740","3,8033","3,7612","","0,66%"
"25 de jun. de 2018","3,7767","3,7887","3,7887","3,7618","","-0,25%"
"22 de jun. de 2018","3,7860","3,7687","3,7896","3,7353","","0,45%"
"21 de jun. de 2018","3,7691","3,7697","3,8048","3,7535","","-0,06%"
"20 de jun. de 2018","3,7714","3,7447","3,7869","3,7058","","0,65%"
"19 de jun. de 2018","3,7471","3,7471","3,7864","3,7178","","0,00%"
"18 de jun. de 2018","3,7470","3,7310","3,7661","3,7282","","0,46%"
"15 de jun. de 2018","3,7297","3,8060","3,8060","3,7148","","-2,00%"
"14 de jun. de 2018","3,8060","3,7209","3,8162","3,6863","","2,31%"
"13 de jun. de 2018","3,7201","3,7180","3,7386","3,6845","","0,04%"
"12 de jun. de 2018","3,7185","3,7075","3,7300","3,6685","","0,24%"
"11 de jun. de 2018","3,7097","3,7101","3,7306","3,6714","","0,01%"
"08 de jun. de 2018","3,7094","3,9032","3,9068","3,6928","","-5,08%"
"07 de jun. de 2018","3,9078","3,8490","3,9684","3,8467","","1,53%"
"06 de jun. de 2018","3,8488","3,8086","3,8555","3,8049","","1,10%"
"05 de jun. de 2018","3,8068","3,7453","3,8177","3,7453","","1,60%"
"04 de jun. de 2018","3,7468","3,7663","3,7671","3,7260","","-0,44%"
"01 de jun. de 2018","3,7633","3,7250","3,7706","3,7208","","1,07%"
"31 de mai. de 2018","3,7235","3,7251","3,7272","3,7235","","-0,02%"
"30 de mai. de 2018","3,7241","3,7249","3,7678","3,6794","","-0,03%"
"29 de mai. de 2018","3,7254","3,7346","3,7702","3,7116","","-0,26%"
"28 de mai. de 2018","3,7352","3,6522","3,7465","3,6520","","2,27%"
"25 de mai. de 2018","3,6524","3,6463","3,6791","3,6425","","0,08%"
"24 de mai. de 2018","3,6495","3,6274","3,6563","3,6273","","0,57%"
"23 de mai. de 2018","3,6288","3,6452","3,6799","3,6166","","-0,44%"
"22 de mai. de 2018","3,6448","3,6772","3,6789","3,6265","","-0,88%"
"21 de mai. de 2018","3,6772","3,7370","3,7382","3,6710","","-1,60%"
"18 de mai. de 2018","3,7370","3,6975","3,7772","3,6947","","1,09%"
"17 de mai. de 2018","3,6966","3,6748","3,7135","3,6443","","0,56%"
"16 de mai. de 2018","3,6761","3,6536","3,6955","3,6528","","0,60%"
"15 de mai. de 2018","3,6540","3,6240","3,6942","3,6218","","0,85%"
"14 de mai. de 2018","3,6231","3,5992","3,6412","3,5729","","0,64%"
"11 de mai. de 2018","3,5999","3,5495","3,6130","3,5434","","1,40%"
"10 de mai. de 2018","3,5502","3,5937","3,5950","3,5424","","-1,17%"
"09 de mai. de 2018","3,5924","3,5638","3,6101","3,5592","","0,81%"
"08 de mai. de 2018","3,5636","3,5514","3,5941","3,5510","","0,29%"
"07 de mai. de 2018","3,5534","3,5316","3,5598","3,5316","","0,65%"
"04 de mai. de 2018","3,5304","3,5274","3,5493","3,5141","","0,06%"
"03 de mai. de 2018","3,5282","3,5507","3,5673","3,5199","","-0,66%"
"02 de mai. de 2018","3,5518","3,5078","3,5547","3,5078","","1,26%"
"01 de mai. de 2018","3,5076","3,5075","3,5078","3,5074","","0,01%"
"30 de abr. de 2018","3,5072","3,4568","3,5094","3,4568","","1,46%"
"27 de abr. de 2018","3,4568","3,4764","3,4816","3,4533","","-0,54%"
"26 de abr. de 2018","3,4755","3,4851","3,5088","3,4745","","-0,27%"
"25 de abr. de 2018","3,4850","3,4742","3,5160","3,4706","","0,39%"
"24 de abr. de 2018","3,4714","3,4520","3,4813","3,4353","","0,54%"
"23 de abr. de 2018","3,4527","3,4142","3,4538","3,4142","","1,16%"
"20 de abr. de 2018","3,4130","3,3847","3,4182","3,3841","","0,72%"
"19 de abr. de 2018","3,3885","3,3811","3,4106","3,3802","","0,24%"
"18 de abr. de 2018","3,3804","3,4080","3,4097","3,3730","","-0,81%"
"17 de abr. de 2018","3,4079","3,4215","3,4218","3,3887","","-0,34%"
"16 de abr. de 2018","3,4194","3,4251","3,4362","3,4058","","-0,08%"
"13 de abr. de 2018","3,4223","3,4123","3,4307","3,3963","","0,27%"
"12 de abr. de 2018","3,4132","3,3753","3,4203","3,3651","","1,14%"
"11 de abr. de 2018","3,3746","3,4066","3,4246","3,3727","","-1,00%"
"10 de abr. de 2018","3,4088","3,4216","3,4357","3,4001","","-0,33%"
"09 de abr. de 2018","3,4200","3,3697","3,4246","3,3640","","1,49%"
"06 de abr. de 2018","3,3697","3,3453","3,3807","3,3425","","0,74%"
"05 de abr. de 2018","3,3449","3,3310","3,3500","3,2961","","0,46%"
"04 de abr. de 2018","3,3297","3,3411","3,3685","3,3269","","-0,35%"
"03 de abr. de 2018","3,3413","3,3095","3,3443","3,3026","","0,91%"
"02 de abr. de 2018","3,3111","3,3056","3,3251","3,2973","","0,18%"
"30 de mar. de 2018","3,3051","3,3044","3,3051","3,3040","","-0,03%"
"29 de mar. de 2018","3,3060","3,3211","3,3295","3,2926","","-0,44%"
"28 de mar. de 2018","3,3205","3,3288","3,3469","3,3195","","-0,25%"
"27 de mar. de 2018","3,3288","3,3120","3,3371","3,3098","","0,51%"
"26 de mar. de 2018","3,3119","3,3139","3,3146","3,2923","","-0,01%"
"23 de mar. de 2018","3,3123","3,3157","3,3191","3,2936","","-0,11%"
"22 de mar. de 2018","3,3159","3,2727","3,3176","3,2719","","1,33%"
"21 de mar. de 2018","3,2725","3,3127","3,3132","3,2635","","-1,18%"
"20 de mar. de 2018","3,3117","3,2858","3,3119","3,2789","","0,78%"
"19 de mar. de 2018","3,2862","3,2790","3,2969","3,2790","","0,16%"
"16 de mar. de 2018","3,2811","3,2862","3,2997","3,2719","","-0,16%"
"15 de mar. de 2018","3,2862","3,2626","3,2980","3,2614","","0,78%"
"14 de mar. de 2018","3,2607","3,2614","3,2679","3,2466","","0,00%"
"13 de mar. de 2018","3,2607","3,2622","3,2659","3,2371","","-0,05%"
"12 de mar. de 2018","3,2622","3,2561","3,2684","3,2500","","0,21%"
"09 de mar. de 2018","3,2553","3,2669","3,2708","3,2390","","-0,36%"
"08 de mar. de 2018","3,2669","3,2448","3,2703","3,2390","","0,66%"
"07 de mar. de 2018","3,2454","3,2117","3,2486","3,2099","","1,05%"
"06 de mar. de 2018","3,2117","3,2430","3,2439","3,2055","","-0,97%"
"05 de mar. de 2018","3,2430","3,2528","3,2640","3,2415","","-0,30%"
"02 de mar. de 2018","3,2528","3,2516","3,2672","3,2480","","0,04%"
"01 de mar. de 2018","3,2515","3,2462","3,2715","3,2383","","0,16%"
"28 de fev. de 2018","3,2462","3,2516","3,2540","3,2349","","-0,17%"
"27 de fev. de 2018","3,2516","3,2243","3,2555","3,2217","","0,80%"
"26 de fev. de 2018","3,2258","3,2379","3,2426","3,2224","","-0,37%"
"23 de fev. de 2018","3,2379","3,2502","3,2510","3,2322","","-0,38%"
"22 de fev. de 2018","3,2502","3,2687","3,2738","3,2420","","-0,58%"
"21 de fev. de 2018","3,2692","3,2572","3,2729","3,2423","","0,41%"
"20 de fev. de 2018","3,2557","3,2340","3,2614","3,2340","","0,65%"
"19 de fev. de 2018","3,2347","3,2307","3,2383","3,2222","","0,11%"
"16 de fev. de 2018","3,2312","3,2323","3,2477","3,2021","","0,10%"
"15 de fev. de 2018","3,2279","3,2198","3,2412","3,1981","","0,33%"
"14 de fev. de 2018","3,2174","3,2927","3,2971","3,2159","","-2,38%"
"13 de fev. de 2018","3,2957","3,2957","3,2957","3,2957","","0,01%"
"12 de fev. de 2018","3,2954","3,2954","3,2954","3,2954","","0,04%"
"09 de fev. de 2018","3,2942","3,2860","3,3188","3,2673","","0,26%"
"08 de fev. de 2018","3,2858","3,2714","3,3030","3,2558","","0,44%"
"07 de fev. de 2018","3,2714","3,2480","3,2836","3,2371","","1,13%"
"06 de fev. de 2018","3,2348","3,2628","3,2782","3,2322","","-0,85%"
"05 de fev. de 2018","3,2625","3,2181","3,2657","3,2130","","1,38%"
"02 de fev. de 2018","3,2181","3,1671","3,2234","3,1671","","1,62%"
"01 de fev. de 2018","3,1669","3,1854","3,1964","3,1613","","-0,60%"
"31 de jan. de 2018","3,1859","3,1839","3,1951","3,1454","","0,15%"
"30 de jan. de 2018","3,1812","3,1550","3,1949","3,1477","","0,83%"
"29 de jan. de 2018","3,1550","3,1530","3,1718","3,1530","","0,13%"
"26 de jan. de 2018","3,1510","3,1481","3,1560","3,1195","","0,08%"
"25 de jan. de 2018","3,1485","3,1464","3,1485","3,1464","","0,06%"
"24 de jan. de 2018","3,1465","3,2375","3,2400","3,1345","","-2,80%"
"23 de jan. de 2018","3,2370","3,2036","3,2441","3,2012","","1,09%"
"22 de jan. de 2018","3,2021","3,1961","3,2113","3,1816","","0,18%"
"19 de jan. de 2018","3,1962","3,2082","3,2149","3,1936","","-0,32%"
"18 de jan. de 2018","3,2065","3,2240","3,2245","3,2011","","-0,54%"
"17 de jan. de 2018","3,2238","3,2264","3,2386","3,2113","","-0,02%"
"16 de jan. de 2018","3,2243","3,2168","3,2377","3,2114","","0,25%"
"15 de jan. de 2018","3,2163","3,2054","3,2206","3,1912","","0,31%"
"12 de jan. de 2018","3,2064","3,2161","3,2305","3,1989","","-0,28%"
"11 de jan. de 2018","3,2155","3,2283","3,2401","3,2117","","-0,40%"
"10 de jan. de 2018","3,2283","3,2519","3,2557","3,2252","","-0,62%"
"09 de jan. de 2018","3,2483","3,2413","3,2553","3,2291","","0,23%"
"08 de jan. de 2018","3,2407","3,2289","3,2445","3,2227","","0,36%"
"05 de jan. de 2018","3,2291","3,2348","3,2493","3,2263","","-0,17%"
"04 de jan. de 2018","3,2347","3,2374","3,2428","3,2214","","-0,07%"
"03 de jan. de 2018","3,2370","3,2590","3,2680","3,2311","","-0,68%"
"02 de jan. de 2018","3,2591","3,3136","3,3136","3,2570","","-1,61%"
"01 de jan. de 2018","3,3125","3,3125","3,3125","3,3125","","0,00%"